disk_usage_percent,temperature,read_error_rate,write_error_rate,reallocated_sector_count,pending_sector_count,power_on_hours,label
30,32,48,48,153,25,36000,1
25,29,13,10,158,181,12941,1
57,59,22,6,178,171,15666,1
86,61,16,14,52,87,23163,0
56,60,7,11,144,103,42536,1
56,25,31,47,143,90,24394,1
66,55,29,5,93,62,42133,0
28,46,24,44,153,118,20009,1
63,55,43,44,34,12,15907,0
12,29,8,35,112,61,1822,0
85,38,44,22,57,161,34794,1
32,33,16,29,195,180,20593,1
29,58,49,22,48,53,34293,1
57,32,6,12,60,79,27684,0
34,39,3,11,59,156,26616,1
27,62,12,15,84,175,2578,1
97,66,14,40,45,3,26328,0
48,41,44,46,132,191,41425,1
41,62,49,29,174,116,13678,1
56,52,1,33,192,169,1950,1
26,59,3,15,65,35,18938,0
62,48,33,37,88,103,20181,1
21,58,47,46,186,47,7161,1
58,35,36,27,2,34,19408,0
81,42,34,0,9,36,17039,0
67,59,27,7,191,35,22441,0
52,54,44,1,72,181,16338,1
31,33,34,25,92,15,5011,0
58,66,2,13,144,106,33415,1
70,38,15,0,68,145,33898,1
88,64,40,14,139,191,13752,1
81,44,43,23,20,86,13802,1
32,26,40,27,34,68,45585,1
78,39,27,40,66,50,13963,0
48,67,39,29,55,71,25320,1
20,37,15,27,199,186,36711,1
45,60,27,22,75,5,23818,0
14,33,35,16,98,25,3529,0
79,66,46,23,160,160,3551,1
22,68,9,29,197,89,42097,1
30,53,1,42,89,36,21607,0
62,28,28,33,96,35,25094,0
78,35,17,18,102,169,18669,1
90,41,47,38,176,166,43553,1
28,38,11,19,40,99,1135,1
10,63,32,43,96,80,9408,1
58,62,45,30,122,21,44462,0
77,62,12,39,179,145,10086,1
25,67,42,12,68,95,37123,1
18,50,37,11,77,90,21418,1
62,46,48,44,38,81,9064,1
18,40,24,48,136,17,35185,0
16,62,48,18,54,2,29413,0
15,45,40,21,126,159,4456,1
27,60,32,2,14,26,11233,0
44,62,40,5,166,119,6081,1
70,61,15,6,102,82,31192,0
89,33,0,49,132,24,2137,0
54,47,21,8,8,95,17074,1
75,38,21,36,152,153,41688,1
66,46,41,33,51,104,7513,1
31,56,20,25,199,132,48560,1
19,64,47,11,83,174,49791,1
88,26,47,36,37,107,7112,1
86,36,37,0,99,51,30122,0
37,39,1,47,162,192,4290,1
29,36,48,15,52,196,34857,1
73,30,31,15,32,98,43134,1
40,47,49,1,59,117,25204,1
86,66,32,24,24,118,28723,1
62,26,14,45,141,168,927,1
98,51,29,22,28,132,44384,1
36,25,34,44,186,80,26548,1
80,31,33,27,193,48,14382,0
39,34,3,0,149,91,37379,0
52,60,43,16,51,93,519,1
10,68,45,3,107,166,21471,1
39,51,12,9,43,50,27302,0
95,31,42,26,192,148,37739,1
91,48,9,8,119,33,15119,0
33,56,25,48,150,7,45396,0
65,45,13,33,103,74,9331,0
77,65,11,31,71,127,5661,1
64,25,44,46,0,39,6392,1
88,47,33,30,191,118,5895,1
96,65,23,14,44,135,6988,1
70,32,16,42,159,174,19716,1
73,46,25,13,136,53,15807,0
80,69,3,13,176,197,6712,1
85,49,11,44,41,26,29671,0
42,41,27,15,57,162,27694,1
51,48,36,15,193,71,39049,1
85,47,33,27,187,173,18538,1
10,43,49,3,52,198,15070,1
69,41,9,29,39,96,38138,1
91,35,47,44,109,115,10734,1
25,26,22,16,71,33,24147,0
56,60,0,49,26,170,32103,1
67,43,23,44,33,172,17185,1
28,63,37,40,199,197,24852,1
88,39,24,48,14,117,49102,1
98,31,7,7,81,95,13970,0
41,52,46,12,155,109,18813,1
33,36,5,46,111,77,10443,1
94,30,29,10,1,41,37243,0
93,68,38,8,29,117,30579,1
75,32,24,11,46,180,4383,1
97,55,31,8,38,116,43447,1
22,54,42,4,109,135,1872,1
22,44,29,37,128,182,23415,1
57,49,35,34,165,25,44482,0
35,57,48,48,106,195,21391,1
98,35,5,47,179,177,2366,1
39,29,15,1,54,164,9199,1
86,62,23,35,101,139,43772,1
75,35,7,44,159,12,19716,0
75,50,33,36,137,24,46665,0
57,40,42,39,193,66,42810,1
71,33,46,22,117,197,460,1
64,44,10,12,28,61,49780,0
48,64,21,30,31,51,49125,0
83,60,34,43,153,39,35484,0
61,59,39,23,113,156,48839,1
94,45,19,31,27,105,21701,1
26,51,46,2,106,98,36568,1
75,60,44,14,173,67,4153,1
47,33,44,19,123,155,725,1
71,63,42,5,42,190,47070,1
74,52,44,34,193,74,30084,1
59,56,28,1,94,14,46242,0
55,50,48,20,199,61,19860,1
84,59,33,10,140,34,26254,0
57,47,39,13,143,47,9415,0
11,64,4,28,177,18,14012,0
69,29,2,1,170,52,31259,0
33,29,49,44,191,51,22079,1
38,69,14,30,130,185,36333,1
11,31,26,12,150,167,12224,1
98,45,39,46,26,176,32706,1
34,64,14,15,113,33,47834,0
57,28,22,42,106,56,22095,0
20,49,3,42,73,10,14323,0
87,49,16,37,31,162,42052,1
56,67,8,37,108,82,8779,1
62,50,0,45,63,26,3579,0
69,52,15,10,50,5,10032,0
99,66,14,17,146,73,4493,0
81,55,27,11,95,173,35534,1
33,25,9,21,163,133,45009,1
82,41,8,28,125,124,42223,1
69,26,20,7,162,146,31335,1
84,39,41,17,37,99,30628,1
84,46,23,3,43,190,19172,1
22,51,7,42,27,141,48080,1
29,67,11,21,113,103,43113,1
27,56,30,36,192,165,24499,1
57,68,29,28,119,9,45280,0
36,41,13,2,11,74,34055,0
39,41,43,21,81,186,32753,1
28,62,36,14,76,123,11327,1
65,52,17,33,196,134,43186,1
75,48,46,5,38,76,10627,1
30,45,0,12,129,88,49788,0
92,36,0,35,180,189,45959,1
75,26,23,27,41,71,20599,1
78,68,45,19,32,58,40841,1
42,38,45,17,118,182,34800,1
92,26,47,30,18,89,33510,1
96,25,8,36,64,18,40205,0
51,66,5,26,197,176,11422,1
65,53,12,44,136,156,7737,1
35,31,5,11,148,131,33733,1
91,26,1,47,139,160,13802,1
37,29,16,22,126,173,45685,1
30,47,12,14,60,31,9568,0
84,61,18,26,72,87,670,1
52,44,37,24,71,103,17881,1
16,32,43,15,35,181,346,1
41,39,20,44,175,19,38236,0
30,64,13,9,151,64,37096,0
92,52,49,6,170,146,9500,1
25,51,36,42,104,156,6956,1
67,30,47,0,79,101,20943,1
86,60,11,0,62,142,19802,1
51,69,9,48,16,4,30605,0
68,42,26,9,65,158,36376,1
34,49,23,26,199,198,8533,1
98,44,36,42,141,83,8788,1
38,30,11,17,103,136,6054,1
55,65,30,10,71,89,39898,1
17,57,34,15,116,87,40866,1
69,46,13,15,148,36,25296,0
30,31,32,21,91,60,13387,0
93,51,32,30,147,64,668,1
36,27,31,37,49,143,138,1
68,60,37,24,178,65,31552,1
64,54,13,17,142,138,43565,1
92,47,21,3,26,58,16528,0
70,59,12,35,57,30,33650,0
93,35,12,37,166,79,12178,1
44,45,38,29,14,195,25210,1
10,51,4,33,40,175,3896,1
92,62,2,27,147,79,1258,0
61,56,40,49,176,168,11685,1
99,45,9,30,195,94,13345,1
62,42,30,18,195,37,42781,0
98,51,30,10,19,63,1163,0
57,59,26,10,99,63,26565,0
26,52,28,9,80,37,13564,0
46,56,4,39,1,151,30212,1
63,30,27,27,93,130,20043,1
73,57,21,41,135,131,38454,1
11,39,32,31,151,93,9572,1
35,37,45,40,161,91,27464,1
61,27,38,8,125,21,32185,0
76,40,43,45,70,195,8994,1
35,55,31,2,58,166,25511,1
49,35,47,40,38,96,22490,1
85,32,24,31,117,17,47650,0
25,28,31,1,84,4,47742,0
58,36,48,36,67,189,44367,1
86,65,31,28,8,125,13349,1
47,66,28,24,96,67,45640,0
25,62,35,30,179,40,27847,0
39,60,46,6,193,19,43083,0
82,38,46,48,196,126,40668,1
42,28,34,43,4,136,5490,1
83,35,13,25,7,52,8822,0
51,29,34,4,1,152,27320,1
48,25,38,15,104,88,20357,1
98,43,34,9,55,38,26501,0
77,65,3,33,113,156,455,1
53,37,3,11,131,41,10983,0
74,28,1,6,172,36,17519,0
22,48,46,21,150,112,13615,1
76,51,28,2,168,30,8616,0
38,48,21,21,131,49,41955,0
48,43,32,38,4,155,45435,1
46,43,47,34,160,122,33954,1
69,33,47,4,126,190,20077,1
83,32,24,38,173,144,43199,1
28,42,15,49,11,198,19212,1
44,66,45,18,125,81,2214,1
47,35,48,33,78,64,49554,1
54,55,13,17,124,108,24379,1
50,42,43,36,122,90,5805,1
75,66,36,20,152,119,19855,1
29,28,48,38,88,43,3885,1
80,44,23,25,163,169,35827,1
73,49,27,38,40,108,35669,1
48,36,42,16,102,102,21167,1
76,67,28,43,199,101,1165,1
65,58,5,10,29,60,44724,0
26,30,32,38,96,64,48982,1
24,49,33,35,99,104,29420,1
80,29,10,22,158,142,857,1
67,60,46,14,169,37,40259,0
78,40,23,3,166,93,7931,0
86,54,38,12,36,170,39731,1
15,40,5,11,25,136,18616,1
85,67,22,45,54,100,17118,1
68,49,0,16,72,11,36498,0
91,44,47,28,84,105,49239,1
35,55,18,35,10,96,49403,1
15,46,49,23,198,109,11202,1
47,68,7,8,157,170,33041,1
37,64,17,33,172,50,4070,0
18,46,35,27,189,49,4296,0
28,61,28,28,178,148,13638,1
80,64,40,12,64,105,48303,1
81,62,39,15,73,161,9290,1
58,52,22,16,43,153,29563,1
27,28,17,33,112,153,24418,1
76,65,5,33,25,156,1574,1
63,54,21,23,76,95,17594,1
41,54,19,30,20,107,31412,1
18,57,33,17,170,80,17161,1
52,52,30,1,102,26,49715,0
70,31,14,24,102,1,889,0
97,60,40,12,176,187,39277,1
52,30,5,15,3,126,20804,1
29,61,28,10,198,88,5457,1
66,61,35,2,1,27,38089,0
53,54,49,4,162,170,44334,1
63,53,46,41,102,163,11678,1
26,60,8,36,154,167,24165,1
38,40,44,40,194,92,15563,1
33,33,11,31,30,109,43373,1
27,34,9,24,44,192,36903,1
85,43,35,32,105,142,25234,1
75,39,37,8,80,51,13728,0
14,59,45,35,90,89,40060,1
14,27,19,12,197,64,48180,0
57,59,28,19,47,36,37998,0
50,35,25,19,24,110,28209,1
89,43,48,5,2,159,7494,1
95,68,39,30,164,114,21738,1
37,64,24,47,86,67,20371,1
18,29,12,39,102,153,34927,1
12,55,36,28,167,161,42012,1
64,48,8,2,22,14,29087,0
20,64,27,4,150,155,19375,1
36,27,36,42,63,64,21214,1
29,33,43,34,133,79,45727,1
73,55,14,13,78,11,35754,0
29,26,22,7,182,45,5198,0
11,42,37,45,35,66,32995,1
37,27,1,31,91,75,20714,0
40,39,8,4,93,34,2470,0
84,42,22,44,153,78,11247,1
30,58,38,41,60,107,31780,1
70,33,2,18,8,199,27191,1
58,61,11,2,58,23,44563,0
27,53,47,47,129,23,4268,0
26,29,24,14,141,42,9988,0
93,69,40,3,125,180,5984,1
95,33,39,45,43,167,33727,1
59,30,3,3,59,126,46856,1
89,60,23,36,82,108,14879,1
71,62,35,49,71,58,17399,1
58,31,18,0,125,166,33578,1
21,36,47,12,173,130,33625,1
65,58,35,32,171,146,14633,1
93,68,4,3,181,66,3633,0
15,29,3,41,137,193,34392,1
71,28,15,45,95,185,6902,1
31,63,26,17,163,125,33760,1
66,59,21,5,131,166,18231,1
93,64,28,8,36,37,48657,0
30,53,23,11,183,67,43391,0
74,33,6,5,131,133,34246,1
30,26,0,10,84,59,38137,0
58,55,7,29,190,1,17963,0
94,47,22,43,141,62,27455,1
33,61,41,25,54,46,5658,0
44,57,17,34,168,99,26101,1
63,50,27,40,14,142,26534,1
37,52,9,14,0,120,48193,1
88,53,32,26,1,53,29123,0
83,34,33,7,96,27,21931,0
25,46,30,43,108,148,45614,1
74,36,18,24,0,58,4676,0
11,30,32,24,50,83,23252,1
74,30,15,22,87,101,48687,1
44,61,42,11,195,88,33591,1
73,60,38,9,106,112,21428,1
52,67,33,33,166,46,46247,0
85,34,23,31,37,183,43105,1
30,42,47,35,44,154,23947,1
41,56,30,8,1,77,49386,0
35,57,41,17,66,17,35548,0
87,40,39,43,131,117,47801,1
32,54,37,6,119,119,35488,1
75,58,42,29,61,9,26008,0
88,47,49,16,113,197,6038,1
13,37,9,31,192,175,45261,1
17,56,7,5,160,77,18416,0
56,69,43,27,147,121,33043,1
18,66,18,22,63,38,46604,0
84,25,21,29,0,143,36581,1
67,35,15,8,179,146,37266,1
22,30,44,0,147,37,22510,0
73,30,43,34,190,29,26714,0
91,42,44,18,100,186,37643,1
52,32,28,40,195,188,39903,1
20,36,20,40,9,108,3185,1
74,46,9,20,103,51,47337,0
45,27,28,21,145,4,19821,0
89,34,35,27,42,51,12464,0
75,37,33,12,148,152,26729,1
50,51,5,3,1,149,32606,1
75,39,21,20,9,182,26592,1
36,38,17,22,99,116,39116,1
51,49,20,8,195,162,9064,1
41,55,4,29,189,29,39641,0
88,51,25,31,85,87,38749,1
40,45,11,43,100,147,13446,1
35,49,38,46,86,170,32887,1
45,59,48,1,125,97,8020,1
17,52,1,19,80,118,39855,1
90,48,4,22,26,116,15334,1
40,55,3,1,50,40,8789,0
67,34,44,43,178,1,9744,0
23,47,41,41,155,109,44980,1
94,46,12,22,2,185,2731,1
77,30,20,4,172,140,21404,1
94,63,38,17,44,149,1325,1
52,34,36,25,109,167,41039,1
79,36,45,3,52,169,6107,1
93,63,10,5,188,151,16701,1
88,27,12,34,155,87,37565,1
50,62,0,4,108,164,3067,1
73,26,49,7,176,93,40601,1
91,36,28,38,103,84,45100,1
27,60,28,38,184,74,13827,1
26,54,47,34,150,163,39363,1
37,44,38,20,33,174,32542,1
44,38,38,11,159,83,42315,1
25,46,47,39,199,187,33037,1
23,43,32,18,50,26,16164,0
87,44,33,10,199,90,9310,1
83,59,41,34,72,142,36808,1
11,66,16,40,3,108,7863,1
61,65,34,49,116,3,48011,0
70,45,44,4,3,17,4080,0
80,69,27,22,37,10,22111,0
53,27,14,32,26,2,3703,0
69,40,36,13,42,130,9533,1
75,47,24,11,177,59,31847,0
59,69,48,32,162,44,43671,1
75,35,36,30,26,192,40061,1
41,50,0,23,60,27,4871,0
71,61,18,27,80,156,18257,1
27,68,25,49,155,171,33756,1
88,49,18,14,193,55,18752,0
52,57,21,26,20,142,43816,1
30,66,48,21,85,32,40521,0
67,35,44,24,110,48,38825,0
99,65,24,11,55,190,40067,1
24,41,9,17,128,162,24662,1
35,52,16,3,24,39,1511,0
82,33,18,37,135,46,37500,0
29,42,49,47,124,68,36307,1
73,51,23,30,35,109,17865,1
54,30,42,12,39,139,1855,1
79,25,48,15,165,82,45352,1
23,63,21,40,8,81,5326,1
37,64,44,31,28,8,17434,0
79,39,11,23,189,101,21640,1
37,26,3,38,6,158,20924,1
63,52,37,7,137,199,39875,1
92,58,25,23,198,167,24994,1
73,52,45,26,70,114,41951,1
11,31,6,11,88,26,24129,0
74,39,7,13,1,55,22753,0
69,60,18,29,193,141,8978,1
80,62,35,18,197,101,9409,1
68,39,14,43,84,172,33413,1
16,40,34,38,84,131,32969,1
96,56,18,11,148,130,35352,1
34,62,2,45,77,170,8202,1
47,33,1,13,103,176,47120,1
99,69,0,36,103,25,37957,0
42,32,45,4,37,78,33973,1
94,57,20,3,161,23,21009,0
53,25,43,41,33,110,24027,1
38,28,0,33,63,34,12513,0
91,64,24,21,22,77,27003,1
22,44,20,32,164,178,33120,1
31,60,15,38,138,179,24059,1
84,31,42,31,140,175,24568,1
52,50,20,27,8,34,46671,0
50,52,13,3,165,66,25304,0
68,57,8,45,12,14,39499,0
76,39,22,30,21,146,48405,1
47,48,37,38,85,4,30497,0
11,59,5,20,165,98,22535,1
31,52,9,3,182,60,36870,0
87,62,21,1,96,37,31196,0
78,51,38,18,37,77,8702,1
81,25,34,0,196,14,9164,0
38,45,16,20,55,64,12377,0
28,52,25,45,101,131,27272,1
43,36,47,40,23,157,32704,1
59,28,14,37,22,42,36931,0
20,28,41,10,79,14,22080,0
20,62,48,27,178,132,36782,1
30,39,2,9,131,13,13389,0
68,36,2,18,193,25,42946,0
60,53,13,31,166,145,41324,1
94,52,28,3,89,52,26813,0
14,68,23,24,66,39,42900,0
32,60,32,22,131,170,37815,1
60,52,1,16,66,184,1961,1
52,68,46,2,173,127,6186,1
91,32,37,30,191,50,16146,0
50,44,11,24,77,183,47406,1
19,62,27,2,0,133,14914,1
81,50,15,23,17,151,20824,1
48,61,12,38,169,55,31692,0
96,31,29,16,139,153,21393,1
57,33,29,30,180,103,41617,1
23,49,21,40,16,147,19869,1
45,50,23,48,59,146,1520,1
37,26,23,32,64,139,24716,1
18,44,3,47,94,199,33427,1
20,61,30,32,65,62,29795,1
77,42,32,13,119,84,16201,1
76,58,8,11,101,43,19714,0
10,59,22,4,178,2,14078,0
42,66,34,25,54,59,49485,0
63,36,22,15,145,100,42667,1
21,67,13,4,5,114,32091,1
71,54,46,30,71,98,44781,1
60,48,49,43,96,75,19279,1
54,58,25,43,178,50,25443,0
99,43,11,25,145,177,40053,1
29,30,38,37,139,63,2133,1
65,38,6,0,172,8,11205,0
39,53,22,41,198,125,2340,1
17,29,6,30,111,73,27474,0
25,27,41,21,126,171,30485,1
81,68,38,42,55,110,16888,1
56,63,22,32,121,8,12371,0
24,31,38,2,30,40,16255,0
37,68,38,1,65,75,32172,0
43,62,0,3,88,13,7030,0
16,56,14,10,18,174,46396,1
89,64,29,23,170,87,34290,1
44,60,44,7,37,102,44093,1
16,50,22,45,152,117,18038,1
55,63,21,4,102,28,28325,0
56,67,43,34,81,59,10600,1
61,50,10,32,125,8,340,0
38,53,5,32,24,132,29444,1
18,27,40,0,20,90,6822,1
12,38,3,10,127,199,39802,1
30,58,46,36,22,36,46854,0
47,69,28,33,157,126,42171,1
20,48,7,30,103,190,34468,1
32,57,21,42,91,68,48264,1
38,51,21,25,69,176,2461,1
22,47,11,17,142,52,35156,0
52,37,5,0,12,0,5661,0
46,25,14,28,29,197,30497,1
19,58,17,30,27,12,32202,0
84,28,40,9,181,70,36948,0
37,61,15,3,68,76,4774,0
79,66,14,25,182,66,193,0
11,30,44,16,6,155,6556,1
58,26,17,19,187,43,13671,0
95,64,34,39,54,54,18361,1
46,49,16,34,47,152,9019,1
20,29,43,22,87,37,35957,0
23,63,17,21,139,5,44150,0
78,40,9,26,82,160,7776,1
19,59,3,48,33,175,24587,1
64,42,15,31,30,171,9000,1
95,47,30,28,184,111,45464,1
37,47,31,49,116,70,13306,1
47,34,23,20,161,4,14708,0
89,42,26,30,158,28,14900,0
84,62,26,11,25,148,25433,1
42,31,41,22,177,31,41680,0
30,65,34,11,58,138,154,1
50,61,31,2,73,170,4400,1
40,27,32,31,130,151,4978,1
92,60,22,15,5,39,39155,0
64,60,24,1,13,108,39453,1
56,49,14,4,136,180,6714,1
68,54,39,47,148,171,37463,1
16,57,3,19,143,100,46728,1
52,52,36,44,156,101,46201,1
55,62,45,12,187,11,29960,0
85,43,33,13,0,71,49297,0
93,65,37,19,166,139,20150,1
96,48,21,10,149,171,26289,1
67,55,1,20,48,160,1911,1
75,41,0,33,155,180,6796,1
37,55,40,20,78,132,37942,1
40,43,19,49,59,186,42986,1
35,68,35,29,62,55,39214,0
17,53,32,7,152,134,12512,1
99,34,35,33,87,97,20610,1
95,63,17,9,149,178,28833,1
17,30,36,49,22,185,29751,1
87,34,18,14,145,121,41350,1
78,39,15,29,101,95,49572,1
57,27,30,15,171,62,10556,0
32,42,14,1,116,2,13267,0
10,50,29,42,86,59,37451,1
57,62,12,30,92,152,31648,1
82,48,7,13,147,112,28833,1
43,25,21,32,122,7,32795,0
40,31,25,32,110,164,49577,1
28,53,41,11,14,68,3064,0
35,54,36,14,162,7,8837,0
66,49,16,30,194,62,3713,0
60,37,1,43,138,88,43223,1
28,40,20,14,34,75,39058,0
81,31,11,49,56,146,5919,1
84,39,8,43,47,146,6105,1
57,43,16,47,145,2,29252,0
99,44,41,34,38,13,28699,0
42,31,13,5,188,37,39713,0
68,55,40,21,82,187,47949,1
28,38,8,37,122,27,8042,0
60,50,49,5,58,153,656,1
39,36,9,21,17,74,5623,0
96,25,2,18,183,90,18955,0
54,35,43,1,64,62,17413,0
28,64,36,28,52,23,43190,0
66,37,15,13,156,121,36092,1
12,45,34,42,131,72,27312,1
73,35,15,12,0,44,42781,0
57,27,19,44,195,153,39662,1
81,55,45,36,193,70,10885,1
52,50,5,33,45,43,23189,0
61,52,29,34,130,18,4006,0
45,26,40,45,169,29,5593,0
79,48,0,39,69,172,47772,1
54,50,8,15,184,81,1032,0
95,38,0,21,158,6,36904,0
80,51,25,21,62,88,901,1
63,38,18,1,148,79,41969,0
17,57,28,48,155,17,15340,0
66,68,25,12,84,84,8317,1
94,65,26,3,192,114,36304,1
95,52,41,24,177,54,13422,0
24,28,18,20,109,196,24166,1
60,57,4,6,124,37,30538,0
29,51,7,44,7,194,17234,1
25,41,10,44,113,68,33583,1
62,48,35,7,8,34,5880,0
52,27,26,30,97,73,30479,1
43,42,47,1,10,97,19651,1
23,61,42,3,182,42,24398,0
21,31,39,39,142,13,29810,0
15,53,21,12,179,71,18005,0
27,46,18,42,181,42,32860,0
63,61,44,6,92,50,14037,0
25,36,16,28,29,117,38904,1
48,37,1,49,56,57,10093,0
73,46,40,11,49,61,35307,0
35,69,18,43,155,108,14877,1
64,53,43,7,31,186,18302,1
45,41,32,19,159,107,36314,1
25,54,26,14,18,21,34834,0
68,25,38,3,103,71,2340,0
68,59,47,38,151,110,41183,1
73,54,0,11,159,170,2045,1
62,37,20,8,78,158,8036,1
46,45,44,31,84,34,8866,0
37,51,9,14,139,49,28422,0
18,27,30,2,68,196,23161,1
56,38,31,6,102,27,47188,0
40,57,44,34,119,99,1110,1
95,51,27,8,133,10,4419,0
94,46,36,41,90,44,9909,1
31,44,28,12,53,164,49834,1
62,62,12,9,196,158,11869,1
40,65,37,39,5,167,38700,1
26,54,18,30,194,140,10724,1
45,63,49,16,66,92,45754,1
83,34,10,46,53,71,23431,1
40,32,30,31,16,193,37501,1
11,56,45,25,164,120,21075,1
20,45,24,16,79,146,37360,1
47,45,32,49,47,153,15184,1
99,47,46,40,183,184,38070,1
46,38,26,18,67,71,14565,0
45,31,14,35,76,16,35240,0
85,56,46,29,80,51,20648,1
30,39,33,25,118,153,37012,1
83,42,36,26,102,126,36686,1
53,40,49,27,54,69,1930,1
97,53,21,13,11,72,49450,0
88,56,31,3,195,82,34228,0
12,29,19,12,134,136,38129,1
68,26,4,15,155,198,2427,1
15,61,37,44,162,189,17178,1
12,58,17,32,29,152,26415,1
99,29,40,43,63,95,26315,1
26,42,16,23,195,112,24173,1
38,37,33,24,96,106,39172,1
55,35,45,30,123,64,30015,1
12,46,27,5,117,104,10135,1
97,28,0,43,157,78,4932,1
90,63,19,27,93,50,9159,0
95,41,49,30,0,44,22821,1
99,57,26,22,61,189,20032,1
17,40,7,19,54,88,49898,0
34,61,2,18,25,10,29389,0
68,66,7,32,62,74,5889,0
20,37,1,28,68,119,15300,1
58,55,29,43,43,81,35505,1
48,26,35,15,50,46,8969,0
86,50,19,33,176,135,45672,1
67,34,18,31,112,11,30379,0
38,44,12,24,194,175,31184,1
20,58,26,20,58,94,36778,1
44,32,16,41,51,165,41460,1
14,47,10,29,55,190,12991,1
94,32,25,3,107,25,28479,0
73,38,6,31,52,32,43729,0
86,63,29,43,12,67,11976,1
43,60,3,8,34,157,46750,1
92,55,25,1,19,20,34358,0
81,62,32,1,39,193,37306,1
97,61,18,48,62,123,29550,1
13,46,15,35,136,106,49476,1
75,45,9,47,14,21,21160,0
67,51,38,11,65,11,26814,0
28,66,6,3,155,156,27619,1
99,25,4,19,182,23,29041,0
25,36,13,15,155,81,15814,0
78,26,43,14,60,89,12502,1
28,31,11,20,165,19,11926,0
77,47,16,9,21,43,42150,0
26,45,10,1,9,31,12310,0
36,68,16,48,142,161,44338,1
84,48,45,15,176,90,5071,1
16,55,33,30,62,0,25798,0
38,34,37,25,133,104,21725,1
86,25,14,14,150,155,44507,1
56,27,29,27,91,69,33350,1
34,30,43,36,72,64,21994,1
11,48,1,26,102,134,49231,1
32,57,33,18,14,154,28265,1
96,32,12,2,191,48,12429,0
92,33,10,22,163,125,26507,1
72,58,41,16,142,151,10445,1
47,25,39,10,197,104,24509,1
23,61,46,17,87,111,34133,1
54,34,13,17,172,91,47597,1
53,43,25,26,173,126,8166,1
67,49,19,28,101,188,11039,1
97,33,47,29,165,145,39133,1
74,49,30,3,15,44,25515,0
21,29,43,21,93,181,44098,1
45,51,22,3,78,129,38723,1
99,44,17,13,178,10,27796,0
50,30,18,0,96,11,24364,0
79,44,1,30,104,8,930,0
11,64,29,5,4,159,32276,1
50,65,33,24,57,44,47363,0
41,42,12,8,75,80,20501,0
50,64,4,31,133,71,11450,0
21,69,5,18,145,133,21991,1
39,28,37,46,64,20,35248,0
20,68,17,21,170,44,43854,0
29,29,4,47,32,87,21529,1
80,50,38,21,24,53,11280,0
92,50,30,39,121,70,32529,1
58,36,35,23,136,125,29910,1
98,34,10,47,122,112,46435,1
26,49,10,25,126,42,6130,0
25,57,30,10,111,124,45050,1
80,32,35,12,165,152,38717,1
44,36,28,41,165,178,25263,1
48,51,33,11,64,55,30966,0
44,39,11,43,133,175,11509,1
73,66,7,0,196,165,22506,1
14,33,14,41,157,142,20209,1
27,69,9,23,62,70,30824,0
70,38,1,22,144,164,5744,1
77,41,34,18,198,8,1678,0
29,37,37,47,48,85,42399,1
73,41,11,47,192,51,30327,0
79,69,30,32,127,0,24068,0
96,34,23,36,67,188,659,1
55,32,49,2,3,49,29456,0
45,58,8,46,128,57,1244,0
73,58,41,0,172,109,20289,1
71,26,48,20,129,4,23521,0
85,58,6,27,155,104,22028,1
31,34,42,43,78,72,34794,1
36,59,47,31,17,135,32788,1
71,47,4,42,151,173,30605,1
87,69,31,39,92,85,43956,1
87,66,0,48,83,91,45189,1
66,38,30,48,147,160,17532,1
86,27,25,27,49,187,43034,1
50,28,12,32,119,10,43102,0
81,62,42,28,28,154,34913,1
16,46,22,8,120,68,48327,0
74,31,24,37,91,98,40799,1
82,36,34,47,34,60,11344,1
30,36,4,2,199,75,29943,0
84,63,31,19,44,2,25363,0
34,26,42,29,59,76,29173,1
87,34,8,24,104,125,19770,1
52,53,47,26,158,24,14910,0
66,55,4,42,71,84,37702,1
64,43,28,16,98,136,20349,1
21,65,29,38,199,82,48163,1
59,46,31,43,181,199,46119,1
36,59,19,3,129,106,2244,1
80,43,30,20,4,113,29767,1
41,65,48,8,68,99,6469,1
87,56,13,4,184,46,42388,0
50,42,6,47,68,128,25407,1
92,62,14,46,65,119,13724,1
98,44,15,16,36,197,31002,1
26,52,46,40,109,63,8652,1
53,58,4,36,61,95,10512,1
90,52,47,32,170,191,48837,1
59,52,12,3,179,60,46634,0
34,36,34,33,148,164,8923,1
26,61,34,4,173,148,23049,1
54,60,21,41,166,41,21188,0
69,37,27,33,176,31,13670,0
41,38,36,2,17,67,48071,0
52,59,46,45,1,74,41581,1
28,47,26,43,194,158,3422,1
13,62,44,48,98,15,40074,0
16,32,37,4,73,142,43122,1
95,52,31,9,84,108,32246,1
63,34,21,41,160,159,27193,1
15,46,21,44,136,141,28104,1
48,61,40,13,148,164,27987,1
33,26,44,19,60,54,5229,0
66,45,3,10,136,191,26064,1
70,38,15,5,173,144,11599,1
58,46,13,41,17,167,25004,1
33,31,27,21,18,194,20997,1
51,44,20,12,21,76,3658,0
25,54,30,22,111,30,14338,0
75,59,18,25,44,89,27804,1
39,45,37,24,6,78,21739,1
14,50,44,34,71,140,47227,1
23,31,21,44,3,17,36950,0
55,50,16,12,71,122,18573,1
40,32,11,0,33,136,48894,1
43,50,40,14,12,146,11889,1
25,65,10,28,198,77,33407,0
61,69,17,26,102,179,33723,1
37,49,43,28,163,7,14350,0
20,27,22,43,82,4,5792,0
29,42,41,11,192,162,43647,1
89,42,0,29,74,33,1199,0
